patient_id	doctor_id	label	satisfying_score
5345	328	1	0.45
5345	332	1	0.68
5345	340	1	0.504
5345	263	0	0.254
5345	417	0	0.442
5345	290	0	0.345
5345	178	0	0.252
5345	78	0	0.442
5346	306	1	0.343
5346	307	1	0.641
5346	309	1	0.74
5346	317	1	0.505
5346	322	1	0.408
5346	335	1	0.497
5346	279	0	0.394
5346	66	0	0.347
5346	16	0	0.599
5346	249	0	0.297
5346	366	0	0.566
5346	255	0	0.282
5346	69	0	0.423
5347	306	1	0.242
5347	306	1	0.242
5347	311	1	0.657
5347	325	1	0.581
5347	377	0	0.493
5347	86	0	0.441
5347	173	0	0.257
5347	57	0	0.391
5347	360	0	0.333
5347	54	0	0.379
5347	226	0	0.254
5348	306	1	0.421
5348	316	1	0.482
5348	329	1	0.565
5348	334	1	0.549
5348	338	1	0.517
5348	42	0	0.396
5348	39	0	0.291
5348	174	0	0.499
5348	368	0	0.444
5348	391	0	0.328
5348	390	0	0.202
5348	149	0	0.461
5349	306	1	0.433
5349	324	1	0.641
5349	329	1	0.425
5349	334	1	0.538
5349	335	1	0.403
5349	341	1	0.568
5349	7	0	0.323
5349	223	0	0.333
5349	400	0	0.349
5349	129	0	0.369
5350	306	1	0.313
5350	309	1	0.546
5350	319	1	0.784
5350	322	1	0.543
5350	327	1	0.442
5350	330	1	0.423
5350	333	1	0.379
5350	344	1	0.603
5350	107	0	0.543
5350	255	0	0.383
5350	240	0	0.412
5350	117	0	0.501
5350	365	0	0.264
5350	354	0	0.436
5350	10	0	0.174
5351	306	1	0.375
5351	307	1	0.441
5351	320	1	0.593
5351	324	1	0.708
5351	341	1	0.508
5351	364	0	0.327
5351	400	0	0.326
5351	173	0	0.125
5351	412	0	0.399
5351	224	0	0.427
5352	306	1	0.399
5352	309	1	0.654
5352	327	1	0.491
5352	337	1	0.473
5352	339	1	0.388
5352	19	0	0.383
5352	204	0	0.173
5352	283	0	0.526
5352	171	0	0.44
5353	306	1	0.404
5353	313	1	0.548
5353	325	1	0.642
5353	339	1	0.483
5353	341	1	0.561
5353	342	1	0.451
5353	50	0	0.478
5353	345	0	0.421
5353	141	0	0.375
5353	268	0	0.506
5353	272	0	0.522
5353	196	0	0.319
5354	306	1	0.372
5354	306	1	0.372
5354	311	1	0.631
5354	325	1	0.611
5354	124	0	0.329
5354	251	0	0.373
5354	125	0	0.56
5354	142	0	0.498
5354	410	0	0.509
5355	306	1	0.354
5355	307	1	0.677
5355	311	1	0.435
5355	313	1	0.501
5355	323	1	0.594
5355	334	1	0.628
5355	335	1	0.528
5355	340	1	0.504
5355	414	0	0.463
5355	147	0	0.319
5355	398	0	0.467
5355	224	0	0.418
5355	203	0	0.394
5356	306	1	0.339
5356	311	1	0.373
5356	316	1	0.562
5356	319	1	0.485
5356	325	1	0.571
5356	336	1	0.539
5356	143	0	0.373
5356	51	0	0.506
5356	249	0	0.227
5356	115	0	0.37
5356	124	0	0.282
5357	306	1	0.465
5357	313	1	0.531
5357	326	1	0.577
5357	331	1	0.514
5357	407	0	0.492
5357	121	0	0.417
5357	47	0	0.247
5357	198	0	0.393
5358	306	1	0.374
5358	313	1	0.563
5358	329	1	0.553
5358	336	1	0.51
5358	343	1	0.559
5358	42	0	0.401
5358	81	0	0.385
5358	95	0	0.521
5358	273	0	0.406
5358	184	0	0.292
5358	356	0	0.423
5359	306	1	0.372
5359	310	1	0.646
5359	312	1	0.561
5359	329	1	0.409
5359	333	1	0.42
5359	114	0	0.469
5359	66	0	0.345
5359	221	0	0.568
5359	345	0	0.365
5359	368	0	0.398
5360	306	1	0.335
5360	326	1	0.638
5360	328	1	0.491
5360	329	1	0.451
5360	332	1	0.791
5360	333	1	0.352
5360	344	1	0.508
5360	153	0	0.399
5360	274	0	0.394
5360	234	0	0.372
5360	7	0	0.37
5360	388	0	0.345
5361	306	1	0.374
5361	321	1	0.656
5361	329	1	0.428
5361	334	1	0.755
5361	339	1	0.584
5361	135	0	0.404
5361	170	0	0.319
5361	118	0	0.443
5361	377	0	0.512
5362	306	1	0.322
5362	306	1	0.322
5362	317	1	0.482
5362	319	1	0.696
5362	322	1	0.44
5362	333	1	0.512
5362	339	1	0.389
5362	264	0	0.35
5362	255	0	0.371
5362	246	0	0.262
5362	175	0	0.232
5362	268	0	0.533
5362	58	0	0.302
5363	306	1	0.436
5363	306	1	0.436
5363	309	1	0.624
5363	317	1	0.58
5363	320	1	0.635
5363	323	1	0.676
5363	344	1	0.569
5363	115	0	0.424
5363	407	0	0.458
5363	15	0	0.479
5363	75	0	0.261
5363	293	0	0.492
5364	307	1	0.46
5364	307	1	0.46
5364	326	1	0.492
5364	329	1	0.532
5364	331	1	0.496
5364	338	1	0.526
5364	343	1	0.824
5364	182	0	0.458
5364	114	0	0.465
5364	255	0	0.142
5364	29	0	0.434
5364	24	0	0.324
5364	209	0	0.384
5365	307	1	0.524
5365	306	1	0.461
5365	317	1	0.445
5365	320	1	0.649
5365	327	1	0.734
5365	330	1	0.372
5365	344	1	0.502
5365	85	0	0.383
5365	181	0	0.335
5365	189	0	0.441
5365	295	0	0.385
5365	166	0	0.248
5366	307	1	0.516
5366	307	1	0.516
5366	326	1	0.505
5366	330	1	0.454
5366	331	1	0.553
5366	338	1	0.371
5366	242	0	0.277
5366	416	0	0.215
5366	9	0	0.473
5366	14	0	0.354
5366	143	0	0.222
5366	200	0	0.33
5366	87	0	0.639
5367	307	1	0.212
5367	306	1	0.56
5367	307	1	0.212
5367	309	1	0.698
5367	317	1	0.528
5367	322	1	0.455
5367	335	1	0.532
5367	339	1	0.584
5367	1	0	0.487
5367	398	0	0.448
5367	101	0	0.471
5367	418	0	0.35
5367	52	0	0.439
5368	307	1	0.505
5368	309	1	0.695
5368	312	1	0.558
5368	317	1	0.56
5368	328	1	0.435
5368	340	1	0.552
5368	186	0	0.481
5368	146	0	0.307
5368	253	0	0.325
5368	151	0	0.432
5368	365	0	0.216
5369	307	1	0.459
5369	316	1	0.542
5369	320	1	0.628
5369	326	1	0.416
5369	331	1	0.632
5369	339	1	0.741
5369	340	1	0.481
5369	349	0	0.419
5369	108	0	0.521
5369	100	0	0.316
5369	417	0	0.485
5370	307	1	0.273
5370	314	1	0.644
5370	315	1	0.671
5370	316	1	0.514
5370	331	1	0.509
5370	338	1	0.383
5370	339	1	0.564
5370	342	1	0.436
5370	25	0	0.31
5370	261	0	0.337
5370	28	0	0.322
5370	292	0	0.322
5370	48	0	0.451
5370	363	0	0.29
5370	60	0	0.313
5371	307	1	0.256
5371	324	1	0.544
5371	334	1	0.553
5371	335	1	0.447
5371	342	1	0.439
5371	38	0	0.302
5371	281	0	0.401
5371	357	0	0.448
5371	385	0	0.444
5372	307	1	0.61
5372	318	1	0.421
5372	319	1	0.479
5372	321	1	0.635
5372	327	1	0.521
5372	331	1	0.463
5372	338	1	0.502
5372	168	0	0.37
5372	402	0	0.7
5372	181	0	0.346
5372	205	0	0.56
5372	30	0	0.546
5372	416	0	0.431
5372	345	0	0.375
5373	307	1	0.398
5373	317	1	0.435
5373	332	1	0.76
5373	336	1	0.456
5373	337	1	0.413
5373	339	1	0.525
5373	392	0	0.518
5373	74	0	0.413
5373	150	0	0.388
5373	88	0	0.487
5374	307	1	0.479
5374	309	1	0.643
5374	310	1	0.717
5374	313	1	0.497
5374	317	1	0.52
5374	324	1	0.725
5374	333	1	0.426
5374	344	1	0.616
5374	294	0	0.437
5374	377	0	0.535
5374	31	0	0.339
5374	249	0	0.297
5375	307	1	0.335
5375	315	1	0.597
5375	327	1	0.519
5375	330	1	0.668
5375	341	1	0.518
5375	203	0	0.316
5375	141	0	0.506
5375	409	0	0.241
5375	64	0	0.376
5376	307	1	0.558
5376	317	1	0.452
5376	327	1	0.448
5376	338	1	0.432
5376	340	1	0.623
5376	125	0	0.453
5376	223	0	0.389
5376	418	0	0.408
5376	296	0	0.46
5376	255	0	0.272
5376	287	0	0.148
5377	307	1	0.407
5377	308	1	0.53
5377	332	1	0.763
5377	341	1	0.651
5377	344	1	0.498
5377	351	0	0.278
5377	347	0	0.334
5377	369	0	0.374
5377	30	0	0.573
5378	307	1	0.554
5378	306	1	0.457
5378	307	1	0.554
5378	309	1	0.687
5378	317	1	0.528
5378	322	1	0.501
5378	298	0	0.351
5378	65	0	0.469
5378	80	0	0.454
5378	46	0	0.473
5378	124	0	0.315
5379	307	1	0.326
5379	307	1	0.326
5379	331	1	0.61
5379	340	1	0.497
5379	343	1	0.561
5379	177	0	0.385
5379	203	0	0.371
5379	117	0	0.35
5379	84	0	0.508
5379	46	0	0.387
5380	307	1	0.659
5380	309	1	0.717
5380	314	1	0.542
5380	326	1	0.515
5380	344	1	0.622
5380	167	0	0.359
5380	14	0	0.25
5380	250	0	0.394
5380	8	0	0.213
5380	178	0	0.332
5381	308	1	0.333
5381	308	1	0.333
5381	322	1	0.599
5381	323	1	0.669
5381	324	1	0.593
5381	330	1	0.396
5381	336	1	0.375
5381	260	0	0.264
5381	270	0	0.257
5381	354	0	0.294
5381	130	0	0.359
5381	14	0	0.287
5382	308	1	0.683
5382	309	1	0.562
5382	316	1	0.615
5382	330	1	0.488
5382	334	1	0.578
5382	335	1	0.446
5382	342	1	0.413
5382	82	0	0.187
5382	382	0	0.125
5382	407	0	0.36
5382	26	0	0.443
5383	308	1	0.402
5383	306	1	0.414
5383	311	1	0.417
5383	323	1	0.669
5383	327	1	0.506
5383	334	1	0.536
5383	228	0	0.323
5383	393	0	0.653
5383	45	0	0.339
5383	258	0	0.316
5383	194	0	0.307
5383	125	0	0.552
5384	308	1	0.329
5384	314	1	0.648
5384	318	1	0.526
5384	327	1	0.524
5384	333	1	0.574
5384	363	0	0.287
5384	69	0	0.413
5384	254	0	0.255
5384	394	0	0.362
5384	246	0	0.334
5384	187	0	0.302
5385	308	1	0.415
5385	306	1	0.465
5385	316	1	0.549
5385	341	1	0.523
5385	342	1	0.37
5385	268	0	0.423
5385	293	0	0.415
5385	290	0	0.425
5385	385	0	0.384
5385	130	0	0.444
5385	246	0	0.316
5385	166	0	0.294
5386	308	1	0.66
5386	314	1	0.645
5386	316	1	0.475
5386	327	1	0.454
5386	344	1	0.513
5386	358	0	0.427
5386	18	0	0.207
5386	387	0	0.441
5386	185	0	0.355
5386	92	0	0.37
5386	290	0	0.432
5387	308	1	0.52
5387	314	1	0.606
5387	316	1	0.516
5387	322	1	0.438
5387	330	1	0.604
5387	172	0	0.487
5387	20	0	0.374
5387	228	0	0.341
5387	27	0	0.386
5387	357	0	0.494
5387	364	0	0.339
5387	33	0	0.707
5388	308	1	0.43
5388	318	1	0.418
5388	327	1	0.492
5388	329	1	0.419
5388	332	1	0.747
5388	333	1	0.376
5388	305	0	0.369
5388	374	0	0.245
5388	49	0	0.461
5388	101	0	0.389
5389	308	1	0.524
5389	311	1	0.439
5389	314	1	0.576
5389	323	1	0.662
5389	328	1	0.427
5389	334	1	0.528
5389	342	1	0.393
5389	383	0	0.337
5389	165	0	0.457
5389	239	0	0.307
5389	135	0	0.369
5389	106	0	0.397
5389	64	0	0.502
5390	308	1	0.541
5390	320	1	0.709
5390	321	1	0.577
5390	330	1	0.406
5390	331	1	0.505
5390	333	1	0.403
5390	339	1	0.458
5390	262	0	0.33
5390	86	0	0.305
5390	76	0	0.317
5390	28	0	0.411
5390	281	0	0.403
5391	308	1	0.577
5391	312	1	0.496
5391	313	1	0.546
5391	316	1	0.607
5391	320	1	0.594
5391	326	1	0.478
5391	328	1	0.423
5391	330	1	0.611
5391	100	0	0.425
5391	14	0	0.268
5391	9	0	0.519
5391	366	0	0.358
5391	389	0	0.542
5392	308	1	0.551
5392	319	1	0.586
5392	323	1	0.636
5392	325	1	0.583
5392	336	1	0.483
5392	344	1	0.565
5392	415	0	0.059
5392	99	0	0.423
5392	75	0	0.411
5392	235	0	0.379
5392	369	0	0.182
5393	308	1	0.36
5393	311	1	0.366
5393	315	1	0.558
5393	317	1	0.516
5393	331	1	0.556
5393	339	1	0.431
5393	109	0	0.567
5393	156	0	0.427
5393	267	0	0.469
5393	76	0	0.444
5393	292	0	0.32
5394	308	1	0.377
5394	330	1	0.558
5394	334	1	0.55
5394	337	1	0.589
5394	342	1	0.631
5394	56	0	0.247
5394	71	0	0.285
5394	410	0	0.524
5394	254	0	0.302
5394	142	0	0.429
5395	308	1	0.427
5395	320	1	0.639
5395	323	1	0.886
5395	324	1	0.53
5395	336	1	0.447
5395	338	1	0.396
5395	147	0	0.409
5395	300	0	0.339
5395	278	0	0.308
5395	380	0	0.315
5395	199	0	0.394
5395	295	0	0.42
5396	308	1	0.481
5396	310	1	0.568
5396	318	1	0.398
5396	332	1	0.647
5396	341	1	0.573
5396	343	1	0.553
5396	223	0	0.39
5396	380	0	0.321
5396	289	0	0.461
5396	258	0	0.376
5396	197	0	0.329
5396	260	0	0.254
5396	405	0	0.333
5397	308	1	0.619
5397	310	1	0.558
5397	320	1	0.645
5397	325	1	0.575
5397	341	1	0.561
5397	378	0	0.38
5397	243	0	0.32
5397	186	0	0.512
5397	288	0	0.473
5397	83	0	0.602
5397	266	0	0.318
5398	309	1	0.543
5398	316	1	0.507
5398	320	1	0.55
5398	321	1	0.559
5398	329	1	0.511
5398	337	1	0.561
5398	342	1	0.391
5398	144	0	0.29
5398	197	0	0.32
5398	379	0	0.424
5398	185	0	0.324
5399	309	1	0.382
5399	318	1	0.521
5399	319	1	0.528
5399	325	1	0.568
5399	328	1	0.605
5399	331	1	0.469
5399	332	1	0.752
5399	336	1	0.556
5399	143	0	0.323
5399	186	0	0.459
5399	385	0	0.382
5399	77	0	0.259
5399	274	0	0.319
5399	283	0	0.584
5400	309	1	0.34
5400	309	1	0.34
5400	313	1	0.497
5400	316	1	0.689
5400	333	1	0.431
5400	14	0	0.423
5400	290	0	0.404
5400	234	0	0.34
5400	398	0	0.394
5400	400	0	0.339
5400	192	0	0.295
5401	309	1	0.428
5401	306	1	0.4
5401	311	1	0.451
5401	330	1	0.493
5401	333	1	0.465
5401	344	1	0.56
5401	348	0	0.428
5401	31	0	0.386
5401	402	0	0.631
5401	141	0	0.5
5401	284	0	0.395
5401	221	0	0.577
5401	179	0	0.377
5402	309	1	0.388
5402	310	1	0.783
5402	317	1	0.428
5402	324	1	0.576
5402	336	1	0.377
5402	344	1	0.567
5402	275	0	0.39
5402	166	0	0.262
5402	37	0	0.573
5402	172	0	0.506
5402	17	0	0.38
5402	60	0	0.413
5402	26	0	0.436
5403	309	1	0.659
5403	309	1	0.659
5403	316	1	0.674
5403	323	1	0.573
5403	330	1	0.637
5403	340	1	0.504
5403	343	1	0.725
5403	170	0	0.253
5403	247	0	0.277
5403	212	0	0.281
5403	136	0	0.279
5403	283	0	0.532
5403	417	0	0.38
5403	88	0	0.459
5404	309	1	0.354
5404	309	1	0.354
5404	313	1	0.49
5404	316	1	0.622
5404	324	1	0.539
5404	333	1	0.402
5404	36	0	0.338
5404	41	0	0.324
5404	62	0	0.522
5404	384	0	0.417
5405	309	1	0.575
5405	309	1	0.575
5405	314	1	0.441
5405	320	1	0.53
5405	341	1	0.573
5405	342	1	0.363
5405	347	0	0.432
5405	169	0	0.383
5405	408	0	0.484
5405	210	0	0.607
5405	121	0	0.45
5405	231	0	0.328
5406	309	1	0.419
5406	317	1	0.478
5406	323	1	0.601
5406	344	1	0.521
5406	115	0	0.334
5406	209	0	0.357
5406	79	0	0.328
5406	90	0	0.505
5406	128	0	0.334
5407	309	1	0.526
5407	307	1	0.488
5407	326	1	0.481
5407	328	1	0.489
5407	329	1	0.546
5407	330	1	0.376
5407	331	1	0.481
5407	342	1	0.412
5407	120	0	0.449
5407	248	0	0.375
5407	141	0	0.42
5407	417	0	0.537
5407	146	0	0.366
5407	117	0	0.384
5407	241	0	0.359
5408	309	1	0.776
5408	311	1	0.399
5408	323	1	0.658
5408	335	1	0.498
5408	339	1	0.797
5408	342	1	0.361
5408	185	0	0.265
5408	24	0	0.367
5408	273	0	0.459
5408	357	0	0.5
5408	175	0	0.116
5409	309	1	0.526
5409	308	1	0.638
5409	312	1	0.494
5409	316	1	0.528
5409	320	1	0.732
5409	323	1	0.683
5409	217	0	0.21
5409	214	0	0.285
5409	99	0	0.51
5409	347	0	0.406
5409	348	0	0.504
5409	242	0	0.275
5410	309	1	0.577
5410	306	1	0.559
5410	307	1	0.445
5410	317	1	0.555
5410	322	1	0.616
5410	26	0	0.426
5410	29	0	0.516
5410	8	0	0.265
5410	277	0	0.441
5410	56	0	0.277
5410	6	0	0.268
5411	309	1	0.531
5411	311	1	0.42
5411	314	1	0.52
5411	324	1	0.777
5411	334	1	0.606
5411	238	0	0.272
5411	12	0	0.483
5411	32	0	0.385
5411	387	0	0.362
5412	309	1	0.492
5412	309	1	0.492
5412	310	1	0.63
5412	313	1	0.527
5412	320	1	0.659
5412	325	1	0.627
5412	342	1	0.468
5412	171	0	0.371
5412	87	0	0.537
5412	397	0	0.511
5412	151	0	0.422
5412	274	0	0.323
5413	309	1	0.466
5413	306	1	0.541
5413	313	1	0.562
5413	319	1	0.678
5413	327	1	0.439
5413	339	1	0.616
5413	47	0	0.357
5413	371	0	0.468
5413	5	0	0.372
5413	228	0	0.316
5414	310	1	0.502
5414	309	1	0.586
5414	327	1	0.446
5414	343	1	0.725
5414	344	1	0.55
5414	111	0	0.284
5414	181	0	0.379
5414	132	0	0.369
5414	195	0	0.455
5414	233	0	0.475
5415	310	1	0.697
5415	309	1	0.553
5415	320	1	0.588
5415	325	1	0.681
5415	339	1	0.402
5415	342	1	0.435
5415	179	0	0.273
5415	382	0	0.392
5415	97	0	0.226
5415	19	0	0.355
5415	282	0	0.534
5416	310	1	0.5
5416	313	1	0.717
5416	319	1	0.524
5416	322	1	0.604
5416	327	1	0.459
5416	331	1	0.547
5416	170	0	0.347
5416	31	0	0.42
5416	390	0	0.38
5416	169	0	0.286
5417	310	1	0.561
5417	311	1	0.368
5417	322	1	0.508
5417	327	1	0.544
5417	329	1	0.388
5417	332	1	0.623
5417	333	1	0.392
5417	277	0	0.378
5417	276	0	0.448
5417	164	0	0.33
5417	152	0	0.402
5417	404	0	0.328
5417	274	0	0.391
5418	310	1	0.645
5418	310	1	0.645
5418	312	1	0.518
5418	313	1	0.533
5418	318	1	0.51
5418	324	1	0.588
5418	329	1	0.486
5418	185	0	0.307
5418	56	0	0.364
5418	249	0	0.28
5418	148	0	0.438
5418	58	0	0.306
5419	310	1	0.293
5419	306	1	0.424
5419	313	1	0.516
5419	328	1	0.428
5419	338	1	0.438
5419	68	0	0.5
5419	98	0	0.338
5419	106	0	0.485
5419	305	0	0.326
5419	32	0	0.382
5419	37	0	0.495
5420	310	1	0.437
5420	315	1	0.679
5420	336	1	0.444
5420	337	1	0.405
5420	339	1	0.513
5420	41	0	0.367
5420	118	0	0.384
5420	158	0	0.419
5420	151	0	0.327
5420	132	0	0.341
5421	310	1	0.593
5421	306	1	0.449
5421	314	1	0.56
5421	326	1	0.406
5421	328	1	0.549
5421	343	1	0.628
5421	258	0	0.25
5421	372	0	0.335
5421	118	0	0.475
5421	366	0	0.56
5421	147	0	0.48
5422	310	1	0.376
5422	307	1	0.486
5422	326	1	0.454
5422	336	1	0.401
5422	338	1	0.464
5422	405	0	0.434
5422	87	0	0.414
5422	99	0	0.493
5422	194	0	0.279
5423	310	1	0.639
5423	309	1	0.532
5423	313	1	0.466
5423	316	1	0.557
5423	326	1	0.524
5423	268	0	0.51
5423	171	0	0.486
5423	153	0	0.242
5423	62	0	0.482
5423	89	0	0.411
5423	94	0	0.41
5423	354	0	0.356
5424	310	1	0.441
5424	308	1	0.61
5424	318	1	0.578
5424	341	1	0.508
5424	343	1	0.749
5424	168	0	0.371
5424	89	0	0.264
5424	175	0	0.269
5424	355	0	0.44
5425	310	1	0.335
5425	307	1	0.606
5425	309	1	0.711
5425	314	1	0.461
5425	320	1	0.539
5425	324	1	0.569
5425	331	1	0.622
5425	344	1	0.55
5425	18	0	0.447
5425	41	0	0.287
5425	248	0	0.326
5425	26	0	0.264
5425	44	0	0.449
5426	310	1	0.411
5426	308	1	0.591
5426	309	1	0.59
5426	310	1	0.411
5426	336	1	0.392
5426	341	1	0.549
5426	343	1	0.608
5426	119	0	0.271
5426	70	0	0.347
5426	286	0	0.336
5426	120	0	0.468
5426	412	0	0.454
5426	113	0	0.524
5426	91	0	0.407
5427	310	1	0.242
5427	310	1	0.242
5427	312	1	0.525
5427	313	1	0.564
5427	323	1	0.581
5427	329	1	0.382
5427	336	1	0.525
5427	14	0	0.414
5427	224	0	0.369
5427	393	0	0.629
5427	249	0	0.297
5427	156	0	0.36
5427	47	0	0.355
5427	25	0	0.314
5428	310	1	0.644
5428	312	1	0.513
5428	327	1	0.441
5428	328	1	0.448
5428	332	1	0.639
5428	336	1	0.394
5428	338	1	0.415
5428	242	0	0.231
5428	101	0	0.424
5428	190	0	0.538
5428	411	0	0.497
5429	310	1	0.498
5429	306	1	0.409
5429	319	1	0.688
5429	329	1	0.552
5429	336	1	0.388
5429	341	1	0.541
5429	343	1	0.548
5429	392	0	0.461
5429	160	0	0.663
5429	262	0	0.219
5429	410	0	0.467
5429	171	0	0.506
5429	151	0	0.377
5429	9	0	0.552
5430	310	1	0.586
5430	310	1	0.586
5430	327	1	0.661
5430	328	1	0.584
5430	338	1	0.368
5430	343	1	0.584
5430	44	0	0.453
5430	46	0	0.412
5430	293	0	0.344
5430	78	0	0.481
5430	218	0	0.194
5431	310	1	0.757
5431	306	1	0.597
5431	311	1	0.424
5431	328	1	0.442
5431	333	1	0.352
5431	410	0	0.256
5431	288	0	0.323
5431	174	0	0.277
5431	255	0	0.325
5431	230	0	0.238
5431	61	0	0.421
5432	310	1	0.542
5432	311	1	0.465
5432	316	1	0.477
5432	339	1	0.464
5432	340	1	0.506
5432	86	0	0.411
5432	95	0	0.436
5432	88	0	0.322
5432	123	0	0.332
5432	116	0	0.481
5432	149	0	0.32
5433	311	1	0.201
5433	306	1	0.424
5433	325	1	0.663
5433	33	0	0.699
5433	286	0	0.289
5433	196	0	0.315
5433	220	0	0.256
5433	141	0	0.51
5433	21	0	0.399
5433	69	0	0.324
5434	311	1	0.262
5434	312	1	0.542
5434	315	1	0.704
5434	324	1	0.537
5434	326	1	0.557
5434	333	1	0.564
5434	339	1	0.455
5434	59	0	0.365
5434	55	0	0.392
5434	4	0	0.381
5434	357	0	0.481
5434	175	0	0.299
5435	311	1	0.4
5435	309	1	0.54
5435	311	1	0.4
5435	313	1	0.529
5435	314	1	0.542
5435	317	1	0.57
5435	335	1	0.612
5435	137	0	0.338
5435	198	0	0.244
5435	368	0	0.364
5435	12	0	0.557
5435	367	0	0.553
5436	311	1	0.416
5436	311	1	0.416
5436	314	1	0.525
5436	315	1	0.627
5436	321	1	0.575
5436	328	1	0.486
5436	331	1	0.465
5436	55	0	0.39
5436	69	0	0.41
5436	40	0	0.274
5436	217	0	0.337
5436	82	0	0.318
5437	311	1	0.215
5437	309	1	0.543
5437	311	1	0.215
5437	313	1	0.724
5437	314	1	0.745
5437	322	1	0.393
5437	334	1	0.588
5437	335	1	0.446
5437	353	0	0.395
5437	229	0	0.328
5437	124	0	0.248
5437	277	0	0.315
5438	311	1	0.195
5438	306	1	0.411
5438	311	1	0.195
5438	319	1	0.577
5438	325	1	0.698
5438	336	1	0.452
5438	341	1	0.624
5438	293	0	0.505
5438	1	0	0.363
5438	258	0	0.345
5438	81	0	0.504
5438	250	0	0.521
5439	311	1	0.277
5439	314	1	0.456
5439	321	1	0.52
5439	342	1	0.361
5439	343	1	0.651
5439	198	0	0.393
5439	360	0	0.243
5439	44	0	0.487
5439	351	0	0.358
5440	311	1	0.346
5440	311	1	0.346
5440	319	1	0.669
5440	329	1	0.474
5440	336	1	0.375
5440	340	1	0.651
5440	341	1	0.701
5440	290	0	0.335
5440	14	0	0.296
5440	30	0	0.443
5440	377	0	0.486
5440	405	0	0.437
5440	74	0	0.357
5441	311	1	0.271
5441	319	1	0.519
5441	325	1	0.715
5441	326	1	0.59
5441	330	1	0.489
5441	332	1	0.726
5441	189	0	0.401
5441	28	0	0.251
5441	374	0	0.362
5441	67	0	0.415
5441	229	0	0.314
5441	382	0	0.344
5442	311	1	0.256
5442	314	1	0.656
5442	319	1	0.63
5442	325	1	0.546
5442	333	1	0.446
5442	341	1	0.53
5442	301	0	0.244
5442	283	0	0.436
5442	147	0	0.454
5442	78	0	0.304
5442	66	0	0.246
5442	100	0	0.379
5443	311	1	0.396
5443	306	1	0.543
5443	311	1	0.396
5443	320	1	0.522
5443	325	1	0.722
5443	331	1	0.503
5443	341	1	0.547
5443	204	0	0.191
5443	220	0	0.296
5443	356	0	0.568
5443	354	0	0.387
5443	124	0	0.361
5443	246	0	0.292
5443	178	0	0.388
5444	311	1	0.355
5444	317	1	0.464
5444	319	1	0.584
5444	322	1	0.455
5444	330	1	0.363
5444	121	0	0.345
5444	36	0	0.318
5444	377	0	0.476
5444	149	0	0.415
5445	311	1	0.382
5445	309	1	0.573
5445	316	1	0.69
5445	322	1	0.376
5445	337	1	0.392
5445	400	0	0.31
5445	90	0	0.48
5445	368	0	0.398
5445	371	0	0.347
5446	311	1	0.577
5446	310	1	0.591
5446	312	1	0.529
5446	318	1	0.472
5446	329	1	0.408
5446	413	0	0.302
5446	91	0	0.385
5446	103	0	0.404
5446	354	0	0.418
5446	251	0	0.322
5447	311	1	0.317
5447	306	1	0.431
5447	314	1	0.666
5447	315	1	0.545
5447	330	1	0.564
5447	331	1	0.576
5447	332	1	0.735
5447	334	1	0.677
5447	347	0	0.384
5447	117	0	0.359
5447	358	0	0.504
5447	49	0	0.494
5448	311	1	0.382
5448	310	1	0.676
5448	316	1	0.512
5448	319	1	0.61
5448	328	1	0.675
5448	339	1	0.468
5448	340	1	0.681
5448	396	0	0.37
5448	202	0	0.339
5448	178	0	0.363
5448	32	0	0.282
5449	311	1	0.285
5449	308	1	0.593
5449	314	1	0.467
5449	319	1	0.513
5449	322	1	0.429
5449	334	1	0.571
5449	339	1	0.414
5449	342	1	0.484
5449	295	0	0.203
5449	391	0	0.451
5449	300	0	0.124
5449	266	0	0.389
5449	374	0	0.365
5449	74	0	0.244
5450	311	1	0.352
5450	315	1	0.553
5450	320	1	0.535
5450	327	1	0.455
5450	335	1	0.505
5450	340	1	0.506
5450	377	0	0.517
5450	31	0	0.409
5450	91	0	0.252
5450	135	0	0.305
5450	225	0	0.413
5451	311	1	0.483
5451	314	1	0.622
5451	318	1	0.433
5451	324	1	0.646
5451	341	1	0.598
5451	342	1	0.391
5451	343	1	0.551
5451	55	0	0.392
5451	150	0	0.391
5451	7	0	0.327
5451	416	0	0.24
5451	247	0	0.358
5451	364	0	0.282
5451	357	0	0.453
5452	311	1	0.349
5452	315	1	0.59
5452	318	1	0.584
5452	320	1	0.64
5452	324	1	0.572
5452	331	1	0.484
5452	336	1	0.531
5452	343	1	0.761
5452	284	0	0.138
5452	93	0	0.368
5452	91	0	0.174
5452	296	0	0.516
5452	147	0	0.293
5452	117	0	0.486
5452	6	0	0.362
5453	312	1	0.385
5453	306	1	0.402
5453	319	1	0.541
5453	330	1	0.459
5453	335	1	0.424
5453	111	0	0.415
5453	83	0	0.602
5453	175	0	0.174
5453	67	0	0.366
5453	31	0	0.378
5454	312	1	0.722
5454	306	1	0.404
5454	313	1	0.502
5454	328	1	0.52
5454	329	1	0.65
5454	333	1	0.454
5454	335	1	0.389
5454	133	0	0.355
5454	51	0	0.5
5454	116	0	0.483
5454	62	0	0.509
5454	303	0	0.342
5454	273	0	0.367
5455	312	1	0.542
5455	308	1	0.607
5455	314	1	0.56
5455	326	1	0.458
5455	330	1	0.449
5455	331	1	0.476
5455	333	1	0.421
5455	344	1	0.605
5455	391	0	0.394
5455	290	0	0.287
